country,city,iso3,year,month,date,currency,hotel_price_usd,meal_price_usd,transport_pass_usd,cost_index,source
Greece,Athens,GRC,2023,12,2023-12-01,EUR,87.15,10.98,22.34,61.5,synthetic
Greece,Athens,GRC,2024,1,2024-01-01,EUR,71.17,10.09,21.58,53.4,synthetic
Greece,Athens,GRC,2024,2,2024-02-01,EUR,77.71,10.14,22.09,56.3,synthetic
Greece,Athens,GRC,2024,3,2024-03-01,EUR,67.66,11.12,21.78,53.8,synthetic
Greece,Athens,GRC,2024,4,2024-04-01,EUR,80.97,11.38,20.33,59.0,synthetic
Greece,Athens,GRC,2024,5,2024-05-01,EUR,76.3,10.53,21.48,56.1,synthetic
Greece,Athens,GRC,2024,6,2024-06-01,EUR,89.07,10.72,23.79,62.4,synthetic
Greece,Athens,GRC,2024,7,2024-07-01,EUR,81.51,10.63,21.36,58.3,synthetic
Greece,Athens,GRC,2024,8,2024-08-01,EUR,82.96,11.77,23.37,61.6,synthetic
Greece,Athens,GRC,2024,9,2024-09-01,EUR,82.31,12.55,20.77,61.6,synthetic
Greece,Athens,GRC,2024,10,2024-10-01,EUR,72.82,10.27,21.17,54.2,synthetic
Greece,Athens,GRC,2024,11,2024-11-01,EUR,68.76,10.34,20.74,52.5,synthetic
Greece,Athens,GRC,2024,12,2024-12-01,EUR,85.89,10.24,23.71,60.3,synthetic
Greece,Athens,GRC,2025,1,2025-01-01,EUR,67.09,12.91,21.68,56.5,synthetic
Greece,Athens,GRC,2025,2,2025-02-01,EUR,72.83,10.19,25.06,55.5,synthetic
Greece,Athens,GRC,2025,3,2025-03-01,EUR,78.89,11.24,20.28,57.9,synthetic
Greece,Athens,GRC,2025,4,2025-04-01,EUR,73.63,10.3,24.68,55.9,synthetic
Greece,Athens,GRC,2025,5,2025-05-01,EUR,77.1,11.11,18.57,56.3,synthetic
Greece,Athens,GRC,2025,6,2025-06-01,EUR,80.06,11.5,24.29,60.3,synthetic
Turkey,Istanbul,TUR,2023,1,2023-01-01,TRY,132.6,5.24,36.61,75.5,synthetic
Turkey,Istanbul,TUR,2023,2,2023-02-01,TRY,149.21,4.66,35.1,80.6,synthetic
Turkey,Istanbul,TUR,2023,3,2023-03-01,TRY,148.88,5.19,34.5,81.1,synthetic
Turkey,Istanbul,TUR,2023,4,2023-04-01,TRY,147.47,5.23,37.03,81.6,synthetic
Turkey,Istanbul,TUR,2023,5,2023-05-01,TRY,149.16,5.11,36.15,81.7,synthetic
Turkey,Istanbul,TUR,2023,6,2023-06-01,TRY,155.27,5.39,35.92,84.6,synthetic
Turkey,Istanbul,TUR,2023,7,2023-07-01,TRY,184.05,5.54,31.01,94.5,synthetic
Turkey,Istanbul,TUR,2023,8,2023-08-01,TRY,154.49,5.32,35.9,84.1,synthetic
Turkey,Istanbul,TUR,2023,9,2023-09-01,TRY,154.97,5.09,37.59,84.6,synthetic
Turkey,Istanbul,TUR,2023,10,2023-10-01,TRY,164.29,5.39,35.27,87.9,synthetic
Turkey,Istanbul,TUR,2023,11,2023-11-01,TRY,127.11,5.48,38.99,74.6,synthetic
Turkey,Istanbul,TUR,2023,12,2023-12-01,TRY,192.92,4.96,37.62,99.5,synthetic
Turkey,Istanbul,TUR,2024,1,2024-01-01,TRY,163.41,5.73,33.72,87.6,synthetic
Turkey,Istanbul,TUR,2024,2,2024-02-01,TRY,150.12,5.47,36.07,82.7,synthetic
Turkey,Istanbul,TUR,2024,3,2024-03-01,TRY,139.22,5.37,37.38,78.7,synthetic
Turkey,Istanbul,TUR,2024,4,2024-04-01,TRY,153.96,5.31,35.27,83.7,synthetic
Turkey,Istanbul,TUR,2024,5,2024-05-01,TRY,170.97,4.96,34.44,89.6,synthetic
Turkey,Istanbul,TUR,2024,6,2024-06-01,TRY,183.62,5.51,32.16,94.7,synthetic
Turkey,Istanbul,TUR,2024,7,2024-07-01,TRY,164.23,4.6,36.0,86.9,synthetic
Turkey,Istanbul,TUR,2024,8,2024-08-01,TRY,167.05,5.12,37.58,89.4,synthetic
Turkey,Istanbul,TUR,2024,9,2024-09-01,TRY,145.04,5.31,35.17,80.1,synthetic
Turkey,Istanbul,TUR,2024,10,2024-10-01,TRY,161.11,5.39,34.18,86.2,synthetic
Turkey,Istanbul,TUR,2024,11,2024-11-01,TRY,150.82,5.57,36.91,83.4,synthetic
Turkey,Istanbul,TUR,2024,12,2024-12-01,TRY,162.96,5.44,33.19,86.7,synthetic
Turkey,Istanbul,TUR,2025,1,2025-01-01,TRY,170.16,5.56,36.65,91.1,synthetic
Turkey,Istanbul,TUR,2025,2,2025-02-01,TRY,154.81,5.17,37.63,84.7,synthetic
Turkey,Istanbul,TUR,2025,3,2025-03-01,TRY,148.35,5.31,38.11,82.5,synthetic
Turkey,Istanbul,TUR,2025,4,2025-04-01,TRY,146.01,5.04,32.92,79.2,synthetic
Turkey,Istanbul,TUR,2025,5,2025-05-01,TRY,139.87,4.66,37.76,77.9,synthetic
Turkey,Istanbul,TUR,2025,6,2025-06-01,TRY,210.01,5.69,31.83,105.4,synthetic
UAE,Dubai,ARE,2023,1,2023-01-01,AED,101.43,14.58,22.16,73.2,synthetic
UAE,Dubai,ARE,2023,2,2023-02-01,AED,122.77,13.0,24.85,80.1,synthetic
UAE,Dubai,ARE,2023,3,2023-03-01,AED,130.75,13.67,22.04,83.3,synthetic
UAE,Dubai,ARE,2023,4,2023-04-01,AED,100.0,14.12,22.97,72.1,synthetic
UAE,Dubai,ARE,2023,5,2023-05-01,AED,105.85,14.74,23.19,75.6,synthetic
UAE,Dubai,ARE,2023,6,2023-06-01,AED,132.53,13.87,25.74,85.8,synthetic
UAE,Dubai,ARE,2023,7,2023-07-01,AED,152.01,14.23,24.98,93.9,synthetic
UAE,Dubai,ARE,2023,8,2023-08-01,AED,131.54,14.37,24.19,85.6,synthetic
UAE,Dubai,ARE,2023,9,2023-09-01,AED,116.3,14.72,22.63,79.5,synthetic
UAE,Dubai,ARE,2023,10,2023-10-01,AED,125.77,14.82,19.05,82.2,synthetic
UAE,Dubai,ARE,2023,11,2023-11-01,AED,132.35,11.72,22.91,81.1,synthetic
UAE,Dubai,ARE,2023,12,2023-12-01,AED,156.91,14.07,21.48,94.3,synthetic
UAE,Dubai,ARE,2024,1,2024-01-01,AED,110.27,15.23,20.72,77.3,synthetic
UAE,Dubai,ARE,2024,2,2024-02-01,AED,131.76,14.3,21.94,84.8,synthetic
UAE,Dubai,ARE,2024,3,2024-03-01,AED,115.21,13.47,25.39,78.1,synthetic
UAE,Dubai,ARE,2024,4,2024-04-01,AED,127.92,12.87,23.26,81.3,synthetic
UAE,Dubai,ARE,2024,5,2024-05-01,AED,112.5,15.46,21.68,78.9,synthetic
UAE,Dubai,ARE,2024,6,2024-06-01,AED,163.62,14.32,21.99,97.6,synthetic
UAE,Dubai,ARE,2024,7,2024-07-01,AED,137.16,13.66,21.81,85.8,synthetic
UAE,Dubai,ARE,2024,8,2024-08-01,AED,146.11,13.29,20.29,88.2,synthetic
UAE,Dubai,ARE,2024,9,2024-09-01,AED,117.17,12.79,22.68,76.7,synthetic
UAE,Dubai,ARE,2024,10,2024-10-01,AED,112.05,13.6,27.29,77.7,synthetic
UAE,Dubai,ARE,2024,11,2024-11-01,AED,121.39,14.56,20.96,80.7,synthetic
UAE,Dubai,ARE,2024,12,2024-12-01,AED,137.43,14.53,22.22,87.5,synthetic
UAE,Dubai,ARE,2025,1,2025-01-01,AED,129.62,13.31,23.46,82.8,synthetic
UAE,Dubai,ARE,2025,2,2025-02-01,AED,115.18,14.49,22.87,78.8,synthetic
UAE,Dubai,ARE,2025,3,2025-03-01,AED,118.22,14.14,22.71,79.4,synthetic
UAE,Dubai,ARE,2025,4,2025-04-01,AED,125.53,14.55,23.79,83.4,synthetic
UAE,Dubai,ARE,2025,5,2025-05-01,AED,116.68,15.03,23.55,80.6,synthetic
UAE,Dubai,ARE,2025,6,2025-06-01,AED,141.45,14.44,26.78,90.7,synthetic
Qatar,Doha,QAT,2023,1,2023-01-01,QAR,60.42,12.55,10.05,48.8,synthetic
Qatar,Doha,QAT,2023,2,2023-02-01,QAR,51.25,12.21,9.75,44.5,synthetic
Qatar,Doha,QAT,2023,3,2023-03-01,QAR,50.28,11.98,10.06,43.8,synthetic
Qatar,Doha,QAT,2023,4,2023-04-01,QAR,50.36,11.6,8.98,42.8,synthetic
Qatar,Doha,QAT,2023,5,2023-05-01,QAR,55.33,12.59,10.09,46.9,synthetic
Qatar,Doha,QAT,2023,6,2023-06-01,QAR,69.36,12.25,10.2,52.0,synthetic
Qatar,Doha,QAT,2023,7,2023-07-01,QAR,65.95,12.12,9.56,50.2,synthetic
Qatar,Doha,QAT,2023,8,2023-08-01,QAR,75.79,11.86,9.46,53.6,synthetic
Qatar,Doha,QAT,2023,9,2023-09-01,QAR,55.52,12.37,8.95,46.2,synthetic
Qatar,Doha,QAT,2023,10,2023-10-01,QAR,58.48,12.12,9.16,47.0,synthetic
Qatar,Doha,QAT,2023,11,2023-11-01,QAR,58.76,12.65,9.05,48.0,synthetic
Qatar,Doha,QAT,2023,12,2023-12-01,QAR,73.54,12.67,9.92,54.3,synthetic
Qatar,Doha,QAT,2024,1,2024-01-01,QAR,60.48,12.3,9.91,48.4,synthetic
Qatar,Doha,QAT,2024,2,2024-02-01,QAR,50.82,12.61,10.26,45.2,synthetic
Qatar,Doha,QAT,2024,3,2024-03-01,QAR,53.72,11.61,10.02,44.6,synthetic
Qatar,Doha,QAT,2024,4,2024-04-01,QAR,53.36,11.21,8.9,43.4,synthetic
Qatar,Doha,QAT,2024,5,2024-05-01,QAR,56.08,10.29,10.07,43.4,synthetic
Qatar,Doha,QAT,2024,6,2024-06-01,QAR,61.93,13.14,9.58,50.3,synthetic
Qatar,Doha,QAT,2024,7,2024-07-01,QAR,67.79,11.9,10.01,50.7,synthetic
Qatar,Doha,QAT,2024,8,2024-08-01,QAR,68.18,11.85,10.62,51.0,synthetic
Qatar,Doha,QAT,2024,9,2024-09-01,QAR,49.39,12.4,10.57,44.4,synthetic
Qatar,Doha,QAT,2024,10,2024-10-01,QAR,56.49,13.59,9.4,48.8,synthetic
Qatar,Doha,QAT,2024,11,2024-11-01,QAR,47.74,11.46,10.39,42.1,synthetic
Qatar,Doha,QAT,2024,12,2024-12-01,QAR,66.95,12.26,9.15,50.6,synthetic
Qatar,Doha,QAT,2025,1,2025-01-01,QAR,56.95,11.29,10.73,45.6,synthetic
Qatar,Doha,QAT,2025,2,2025-02-01,QAR,65.92,12.46,10.33,51.0,synthetic
Qatar,Doha,QAT,2025,3,2025-03-01,QAR,51.54,10.86,9.51,42.3,synthetic
Qatar,Doha,QAT,2025,4,2025-04-01,QAR,48.97,11.13,11.12,42.3,synthetic
Qatar,Doha,QAT,2025,5,2025-05-01,QAR,54.83,12.47,9.71,46.4,synthetic
Qatar,Doha,QAT,2025,6,2025-06-01,QAR,63.5,12.89,9.9,50.6,synthetic
India,Delhi,IND,2023,1,2023-01-01,INR,102.83,9.55,26.83,67.1,synthetic
India,Delhi,IND,2023,2,2023-02-01,INR,109.59,9.68,26.82,70.0,synthetic
India,Delhi,IND,2023,3,2023-03-01,INR,101.09,9.17,27.48,66.0,synthetic
India,Delhi,IND,2023,4,2023-04-01,INR,125.94,9.03,27.02,75.6,synthetic
India,Delhi,IND,2023,5,2023-05-01,INR,132.15,10.15,26.54,79.7,synthetic
India,Delhi,IND,2023,6,2023-06-01,INR,141.1,9.33,27.6,82.3,synthetic
India,Delhi,IND,2023,7,2023-07-01,INR,148.87,10.07,26.97,86.4,synthetic
India,Delhi,IND,2023,8,2023-08-01,INR,156.19,9.76,28.19,89.3,synthetic
India,Delhi,IND,2023,9,2023-09-01,INR,130.66,9.23,23.34,76.4,synthetic
India,Delhi,IND,2023,10,2023-10-01,INR,137.24,9.85,23.51,80.1,synthetic
India,Delhi,IND,2023,11,2023-11-01,INR,115.18,10.15,26.2,72.8,synthetic
India,Delhi,IND,2023,12,2023-12-01,INR,140.58,10.52,24.76,83.0,synthetic
India,Delhi,IND,2024,1,2024-01-01,INR,114.36,9.82,27.45,72.4,synthetic
India,Delhi,IND,2024,2,2024-02-01,INR,127.01,10.23,27.09,78.0,synthetic
India,Delhi,IND,2024,3,2024-03-01,INR,126.94,9.55,26.84,76.8,synthetic
India,Delhi,IND,2024,4,2024-04-01,INR,123.21,9.83,28.17,76.2,synthetic
India,Delhi,IND,2024,5,2024-05-01,INR,127.58,9.73,25.21,76.7,synthetic
India,Delhi,IND,2024,6,2024-06-01,INR,147.38,9.68,27.08,85.2,synthetic
India,Delhi,IND,2024,7,2024-07-01,INR,172.46,9.4,27.51,95.0,synthetic
India,Delhi,IND,2024,8,2024-08-01,INR,159.12,9.76,31.09,91.6,synthetic
India,Delhi,IND,2024,9,2024-09-01,INR,118.46,9.89,25.23,73.3,synthetic
India,Delhi,IND,2024,10,2024-10-01,INR,118.72,9.85,28.3,74.5,synthetic
India,Delhi,IND,2024,11,2024-11-01,INR,125.27,10.43,26.54,77.5,synthetic
India,Delhi,IND,2024,12,2024-12-01,INR,142.69,11.28,27.46,86.2,synthetic
India,Delhi,IND,2025,1,2025-01-01,INR,115.12,9.3,24.96,70.9,synthetic
India,Delhi,IND,2025,2,2025-02-01,INR,131.31,9.49,26.96,78.4,synthetic
India,Delhi,IND,2025,3,2025-03-01,INR,121.53,10.13,25.14,74.9,synthetic
India,Delhi,IND,2025,4,2025-04-01,INR,111.64,9.83,27.85,71.5,synthetic
India,Delhi,IND,2025,5,2025-05-01,INR,125.4,9.23,27.99,76.0,synthetic
India,Delhi,IND,2025,6,2025-06-01,INR,137.86,9.4,24.96,80.2,synthetic
India,Mumbai,IND,2023,1,2023-01-01,INR,179.7,11.12,34.17,103.2,synthetic
India,Mumbai,IND,2023,2,2023-02-01,INR,139.47,11.76,33.32,87.9,synthetic
India,Mumbai,IND,2023,3,2023-03-01,INR,143.18,11.49,36.88,90.2,synthetic
India,Mumbai,IND,2023,4,2023-04-01,INR,147.3,12.75,37.31,94.2,synthetic
India,Mumbai,IND,2023,5,2023-05-01,INR,153.77,12.11,41.38,97.2,synthetic
India,Mumbai,IND,2023,6,2023-06-01,INR,179.34,11.01,33.5,102.6,synthetic
India,Mumbai,IND,2023,7,2023-07-01,INR,151.52,12.41,35.73,94.7,synthetic
India,Mumbai,IND,2023,8,2023-08-01,INR,169.44,13.89,37.42,105.0,synthetic
India,Mumbai,IND,2023,9,2023-09-01,INR,155.22,11.7,33.51,94.2,synthetic
India,Mumbai,IND,2023,10,2023-10-01,INR,147.13,12.52,31.35,91.5,synthetic
India,Mumbai,IND,2023,11,2023-11-01,INR,144.58,12.4,35.49,91.8,synthetic
India,Mumbai,IND,2023,12,2023-12-01,INR,164.58,11.99,35.59,99.2,synthetic
India,Mumbai,IND,2024,1,2024-01-01,INR,147.76,12.84,38.76,95.0,synthetic
India,Mumbai,IND,2024,2,2024-02-01,INR,143.24,12.05,37.14,91.3,synthetic
India,Mumbai,IND,2024,3,2024-03-01,INR,153.86,12.07,38.03,95.9,synthetic
India,Mumbai,IND,2024,4,2024-04-01,INR,158.19,13.35,40.52,100.7,synthetic
India,Mumbai,IND,2024,5,2024-05-01,INR,136.53,12.4,36.06,88.8,synthetic
India,Mumbai,IND,2024,6,2024-06-01,INR,174.65,11.91,32.29,101.8,synthetic
India,Mumbai,IND,2024,7,2024-07-01,INR,177.34,11.82,36.25,104.2,synthetic
India,Mumbai,IND,2024,8,2024-08-01,INR,164.85,11.57,36.62,99.0,synthetic
India,Mumbai,IND,2024,9,2024-09-01,INR,148.47,12.82,41.55,96.3,synthetic
India,Mumbai,IND,2024,10,2024-10-01,INR,149.95,12.75,33.32,93.7,synthetic
India,Mumbai,IND,2024,11,2024-11-01,INR,131.59,13.57,33.7,87.9,synthetic
India,Mumbai,IND,2024,12,2024-12-01,INR,161.33,12.36,35.81,98.6,synthetic
India,Mumbai,IND,2025,1,2025-01-01,INR,136.1,12.17,39.13,89.4,synthetic
India,Mumbai,IND,2025,2,2025-02-01,INR,137.24,11.36,38.41,88.2,synthetic
India,Mumbai,IND,2025,3,2025-03-01,INR,152.47,11.93,32.04,92.9,synthetic
India,Mumbai,IND,2025,4,2025-04-01,INR,137.96,12.35,38.97,90.4,synthetic
India,Mumbai,IND,2025,5,2025-05-01,INR,134.53,12.33,37.74,88.5,synthetic
India,Mumbai,IND,2025,6,2025-06-01,INR,142.5,13.16,33.05,91.3,synthetic
Thailand,Bangkok,THA,2023,1,2023-01-01,THB,144.51,16.57,64.91,109.8,synthetic
Thailand,Bangkok,THA,2023,2,2023-02-01,THB,175.66,17.89,67.84,125.5,synthetic
Thailand,Bangkok,THA,2023,3,2023-03-01,THB,187.13,17.16,55.98,124.5,synthetic
Thailand,Bangkok,THA,2023,4,2023-04-01,THB,171.94,17.82,59.38,120.7,synthetic
Thailand,Bangkok,THA,2023,5,2023-05-01,THB,187.46,18.34,64.86,129.9,synthetic
Thailand,Bangkok,THA,2023,6,2023-06-01,THB,161.65,16.05,72.77,118.7,synthetic
Thailand,Bangkok,THA,2023,7,2023-07-01,THB,204.77,15.32,69.84,133.6,synthetic
Thailand,Bangkok,THA,2023,8,2023-08-01,THB,214.36,18.54,65.53,141.2,synthetic
Thailand,Bangkok,THA,2023,9,2023-09-01,THB,184.99,17.77,67.42,128.9,synthetic
Thailand,Bangkok,THA,2023,10,2023-10-01,THB,210.96,18.4,57.17,136.5,synthetic
Thailand,Bangkok,THA,2023,11,2023-11-01,THB,184.82,18.58,69.7,131.0,synthetic
Thailand,Bangkok,THA,2023,12,2023-12-01,THB,206.83,18.6,68.46,139.4,synthetic
Thailand,Bangkok,THA,2024,1,2024-01-01,THB,215.17,16.61,62.0,137.0,synthetic
Thailand,Bangkok,THA,2024,2,2024-02-01,THB,174.07,16.88,60.28,120.4,synthetic
Thailand,Bangkok,THA,2024,3,2024-03-01,THB,139.01,16.93,65.95,108.6,synthetic
Thailand,Bangkok,THA,2024,4,2024-04-01,THB,171.4,19.41,64.35,125.0,synthetic
Thailand,Bangkok,THA,2024,5,2024-05-01,THB,196.87,17.66,68.0,133.7,synthetic
Thailand,Bangkok,THA,2024,6,2024-06-01,THB,218.92,18.82,64.54,143.1,synthetic
Thailand,Bangkok,THA,2024,7,2024-07-01,THB,222.63,17.77,62.99,142.3,synthetic
Thailand,Bangkok,THA,2024,8,2024-08-01,THB,221.07,19.72,63.07,144.9,synthetic
Thailand,Bangkok,THA,2024,9,2024-09-01,THB,184.43,18.7,69.42,131.0,synthetic
Thailand,Bangkok,THA,2024,10,2024-10-01,THB,178.61,14.9,66.61,121.3,synthetic
Thailand,Bangkok,THA,2024,11,2024-11-01,THB,146.76,18.92,65.05,114.6,synthetic
Thailand,Bangkok,THA,2024,12,2024-12-01,THB,231.26,16.45,57.3,141.4,synthetic
Thailand,Bangkok,THA,2025,1,2025-01-01,THB,182.17,17.35,62.07,125.1,synthetic
Thailand,Bangkok,THA,2025,2,2025-02-01,THB,179.65,20.27,68.04,131.2,synthetic
Thailand,Bangkok,THA,2025,3,2025-03-01,THB,193.43,18.27,70.94,134.4,synthetic
Thailand,Bangkok,THA,2025,4,2025-04-01,THB,175.73,15.24,63.44,119.5,synthetic
Thailand,Bangkok,THA,2025,5,2025-05-01,THB,190.03,16.38,63.49,127.1,synthetic
Thailand,Bangkok,THA,2025,6,2025-06-01,THB,202.28,18.95,67.66,137.9,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,1,2023-01-01,VND,176.57,16.81,46.63,116.1,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,2,2023-02-01,VND,200.12,20.75,51.22,133.8,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,3,2023-03-01,VND,219.57,18.19,45.01,135.0,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,4,2023-04-01,VND,202.56,22.29,50.93,137.3,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,5,2023-05-01,VND,212.54,18.9,43.29,132.7,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,6,2023-06-01,VND,248.86,18.07,45.38,146.7,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,7,2023-07-01,VND,231.93,21.2,45.0,145.0,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,8,2023-08-01,VND,188.4,19.93,43.89,125.0,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,9,2023-09-01,VND,195.73,19.25,45.26,127.3,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,10,2023-10-01,VND,207.4,17.57,44.48,128.9,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,11,2023-11-01,VND,205.74,18.63,40.95,128.7,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,12,2023-12-01,VND,246.6,20.65,46.0,150.3,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,1,2024-01-01,VND,164.47,20.17,40.78,114.7,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,2,2024-02-01,VND,199.89,18.32,42.4,126.4,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,3,2024-03-01,VND,188.17,19.13,44.07,123.7,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,4,2024-04-01,VND,204.26,18.83,49.31,131.6,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,5,2024-05-01,VND,199.46,18.54,43.35,126.9,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,6,2024-06-01,VND,203.23,19.68,45.0,131.0,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,7,2024-07-01,VND,189.66,18.73,43.24,123.3,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,8,2024-08-01,VND,263.59,17.37,41.49,149.9,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,9,2024-09-01,VND,212.39,20.92,43.74,136.2,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,10,2024-10-01,VND,185.2,20.06,38.63,122.0,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,11,2024-11-01,VND,166.02,19.02,51.15,117.3,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,12,2024-12-01,VND,225.92,19.46,49.81,141.5,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,1,2025-01-01,VND,227.95,18.68,46.09,139.6,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,2,2025-02-01,VND,223.5,17.58,49.47,137.3,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,3,2025-03-01,VND,179.18,19.47,45.36,121.1,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,4,2025-04-01,VND,180.12,18.21,47.04,120.0,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,5,2025-05-01,VND,210.6,19.2,46.37,133.6,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,6,2025-06-01,VND,244.78,18.22,48.54,146.5,synthetic
Malaysia,Kuala Lumpur,MYS,2023,1,2023-01-01,MYR,196.2,28.45,35.5,139.2,synthetic
Malaysia,Kuala Lumpur,MYS,2023,2,2023-02-01,MYR,178.87,28.0,34.75,131.2,synthetic
Malaysia,Kuala Lumpur,MYS,2023,3,2023-03-01,MYR,178.76,27.26,39.45,131.7,synthetic
Malaysia,Kuala Lumpur,MYS,2023,4,2023-04-01,MYR,175.89,24.12,31.93,122.5,synthetic
Malaysia,Kuala Lumpur,MYS,2023,5,2023-05-01,MYR,166.21,24.98,36.48,121.8,synthetic
Malaysia,Kuala Lumpur,MYS,2023,6,2023-06-01,MYR,200.7,25.97,34.88,136.7,synthetic
Malaysia,Kuala Lumpur,MYS,2023,7,2023-07-01,MYR,213.98,29.27,38.59,148.8,synthetic
Malaysia,Kuala Lumpur,MYS,2023,8,2023-08-01,MYR,222.08,26.37,35.76,146.2,synthetic
Malaysia,Kuala Lumpur,MYS,2023,9,2023-09-01,MYR,189.67,28.07,34.54,135.6,synthetic
Malaysia,Kuala Lumpur,MYS,2023,10,2023-10-01,MYR,185.37,23.81,37.43,127.9,synthetic
Malaysia,Kuala Lumpur,MYS,2023,11,2023-11-01,MYR,196.1,26.66,41.57,138.5,synthetic
Malaysia,Kuala Lumpur,MYS,2023,12,2023-12-01,MYR,206.16,27.47,36.79,142.0,synthetic
Malaysia,Kuala Lumpur,MYS,2024,1,2024-01-01,MYR,183.34,26.93,37.16,132.2,synthetic
Malaysia,Kuala Lumpur,MYS,2024,2,2024-02-01,MYR,197.37,29.36,36.88,141.7,synthetic
Malaysia,Kuala Lumpur,MYS,2024,3,2024-03-01,MYR,196.88,25.98,38.86,136.6,synthetic
Malaysia,Kuala Lumpur,MYS,2024,4,2024-04-01,MYR,173.56,28.89,42.59,133.5,synthetic
Malaysia,Kuala Lumpur,MYS,2024,5,2024-05-01,MYR,183.02,23.55,35.47,125.8,synthetic
Malaysia,Kuala Lumpur,MYS,2024,6,2024-06-01,MYR,243.65,28.02,37.53,158.2,synthetic
Malaysia,Kuala Lumpur,MYS,2024,7,2024-07-01,MYR,239.69,27.91,40.03,157.4,synthetic
Malaysia,Kuala Lumpur,MYS,2024,8,2024-08-01,MYR,238.11,29.59,37.81,158.7,synthetic
Malaysia,Kuala Lumpur,MYS,2024,9,2024-09-01,MYR,198.21,26.62,35.33,136.9,synthetic
Malaysia,Kuala Lumpur,MYS,2024,10,2024-10-01,MYR,210.06,27.47,38.96,144.4,synthetic
Malaysia,Kuala Lumpur,MYS,2024,11,2024-11-01,MYR,186.66,26.16,36.91,132.1,synthetic
Malaysia,Kuala Lumpur,MYS,2024,12,2024-12-01,MYR,247.27,28.02,32.46,157.8,synthetic
Malaysia,Kuala Lumpur,MYS,2025,1,2025-01-01,MYR,181.64,30.02,36.33,136.3,synthetic
Malaysia,Kuala Lumpur,MYS,2025,2,2025-02-01,MYR,158.2,30.2,38.64,128.1,synthetic
Malaysia,Kuala Lumpur,MYS,2025,3,2025-03-01,MYR,183.79,26.51,39.68,132.6,synthetic
Malaysia,Kuala Lumpur,MYS,2025,4,2025-04-01,MYR,176.81,28.99,38.28,133.4,synthetic
Malaysia,Kuala Lumpur,MYS,2025,5,2025-05-01,MYR,188.44,27.35,36.43,134.6,synthetic
Malaysia,Kuala Lumpur,MYS,2025,6,2025-06-01,MYR,240.35,25.71,32.7,151.2,synthetic
Singapore,Singapore,SGP,2023,1,2023-01-01,SGD,147.45,15.92,42.53,101.5,synthetic
Singapore,Singapore,SGP,2023,2,2023-02-01,SGD,145.44,14.92,48.7,101.3,synthetic
Singapore,Singapore,SGP,2023,3,2023-03-01,SGD,130.33,15.66,37.65,92.3,synthetic
Singapore,Singapore,SGP,2023,4,2023-04-01,SGD,150.02,14.81,36.44,98.4,synthetic
Singapore,Singapore,SGP,2023,5,2023-05-01,SGD,156.04,14.86,36.4,100.8,synthetic
Singapore,Singapore,SGP,2023,6,2023-06-01,SGD,193.8,16.51,47.12,122.7,synthetic
Singapore,Singapore,SGP,2023,7,2023-07-01,SGD,186.81,15.25,46.63,117.6,synthetic
Singapore,Singapore,SGP,2023,8,2023-08-01,SGD,206.04,16.24,39.86,124.4,synthetic
Singapore,Singapore,SGP,2023,9,2023-09-01,SGD,153.77,15.6,37.26,101.5,synthetic
Singapore,Singapore,SGP,2023,10,2023-10-01,SGD,157.01,17.28,44.58,108.3,synthetic
Singapore,Singapore,SGP,2023,11,2023-11-01,SGD,169.17,15.37,42.45,109.2,synthetic
Singapore,Singapore,SGP,2023,12,2023-12-01,SGD,187.14,14.46,39.79,113.9,synthetic
Singapore,Singapore,SGP,2024,1,2024-01-01,SGD,166.66,16.46,39.71,109.0,synthetic
Singapore,Singapore,SGP,2024,2,2024-02-01,SGD,163.05,15.12,43.68,106.8,synthetic
Singapore,Singapore,SGP,2024,3,2024-03-01,SGD,156.9,16.11,42.91,105.7,synthetic
