country,city,platform,year,month,date,avg_rating,rating_count,rating_stddev,recent_review_share_90d,sentiment_score,source
Vietnam,Ho Chi Minh City,Tripadvisor,2024,8,2024-08-01,4.14,236502,0.52,0.45,0.57,synthetic
Vietnam,Ho Chi Minh City,Booking,2024,8,2024-08-01,4.28,264105,0.56,0.36,0.65,synthetic
Vietnam,Ho Chi Minh City,Google,2024,9,2024-09-01,4.22,213559,0.33,0.34,0.65,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2024,9,2024-09-01,4.16,268403,0.68,0.15,0.59,synthetic
Vietnam,Ho Chi Minh City,Booking,2024,9,2024-09-01,4.22,253480,0.4,0.27,0.64,synthetic
Vietnam,Ho Chi Minh City,Google,2024,10,2024-10-01,4.25,190055,0.65,0.21,0.65,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2024,10,2024-10-01,4.17,241412,0.69,0.41,0.58,synthetic
Vietnam,Ho Chi Minh City,Booking,2024,10,2024-10-01,4.06,290847,0.72,0.36,0.49,synthetic
Vietnam,Ho Chi Minh City,Google,2024,11,2024-11-01,4.2,309232,0.58,0.31,0.55,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2024,11,2024-11-01,4.1,216335,0.62,0.27,0.57,synthetic
Vietnam,Ho Chi Minh City,Booking,2024,11,2024-11-01,4.08,243367,0.46,0.32,0.46,synthetic
Vietnam,Ho Chi Minh City,Google,2024,12,2024-12-01,4.15,240054,0.63,0.13,0.61,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2024,12,2024-12-01,4.12,254831,0.32,0.18,0.54,synthetic
Vietnam,Ho Chi Minh City,Booking,2024,12,2024-12-01,4.22,264075,0.62,0.21,0.56,synthetic
Vietnam,Ho Chi Minh City,Google,2025,1,2025-01-01,4.16,289187,0.63,0.47,0.54,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2025,1,2025-01-01,4.15,212558,0.63,0.45,0.52,synthetic
Vietnam,Ho Chi Minh City,Booking,2025,1,2025-01-01,4.19,312887,0.5,0.35,0.67,synthetic
Vietnam,Ho Chi Minh City,Google,2025,2,2025-02-01,4.15,291941,0.33,0.36,0.6,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2025,2,2025-02-01,4.06,235889,0.69,0.27,0.59,synthetic
Vietnam,Ho Chi Minh City,Booking,2025,2,2025-02-01,4.16,268565,0.57,0.33,0.62,synthetic
Vietnam,Ho Chi Minh City,Google,2025,3,2025-03-01,4.17,253217,0.79,0.37,0.6,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2025,3,2025-03-01,4.14,282765,0.33,0.32,0.65,synthetic
Vietnam,Ho Chi Minh City,Booking,2025,3,2025-03-01,4.15,269430,0.51,0.35,0.57,synthetic
Vietnam,Ho Chi Minh City,Google,2025,4,2025-04-01,4.22,239112,0.53,0.24,0.7,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2025,4,2025-04-01,4.13,249213,0.29,0.21,0.59,synthetic
Vietnam,Ho Chi Minh City,Booking,2025,4,2025-04-01,4.17,245912,0.51,0.49,0.72,synthetic
Vietnam,Ho Chi Minh City,Google,2025,5,2025-05-01,4.21,316672,0.87,0.52,0.59,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2025,5,2025-05-01,4.09,325450,0.46,0.2,0.49,synthetic
Vietnam,Ho Chi Minh City,Booking,2025,5,2025-05-01,4.13,203236,0.39,0.24,0.51,synthetic
Vietnam,Ho Chi Minh City,Google,2025,6,2025-06-01,4.2,266971,0.69,0.35,0.59,synthetic
Vietnam,Ho Chi Minh City,Tripadvisor,2025,6,2025-06-01,4.2,281231,0.55,0.13,0.62,synthetic
Vietnam,Ho Chi Minh City,Booking,2025,6,2025-06-01,4.06,278931,0.61,0.16,0.54,synthetic
Malaysia,Kuala Lumpur,Google,2023,1,2023-01-01,4.12,118166,0.69,0.23,0.5,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,1,2023-01-01,4.15,142609,0.69,0.28,0.48,synthetic
Malaysia,Kuala Lumpur,Booking,2023,1,2023-01-01,4.2,98125,0.69,0.51,0.61,synthetic
Malaysia,Kuala Lumpur,Google,2023,2,2023-02-01,4.13,134038,0.63,0.54,0.52,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,2,2023-02-01,4.05,123164,0.86,0.24,0.55,synthetic
Malaysia,Kuala Lumpur,Booking,2023,2,2023-02-01,4.17,140187,0.75,0.44,0.6,synthetic
Malaysia,Kuala Lumpur,Google,2023,3,2023-03-01,4.08,130467,0.55,0.55,0.51,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,3,2023-03-01,4.14,105113,0.62,0.27,0.6,synthetic
Malaysia,Kuala Lumpur,Booking,2023,3,2023-03-01,4.15,150002,0.8,0.29,0.53,synthetic
Malaysia,Kuala Lumpur,Google,2023,4,2023-04-01,4.06,132860,0.62,0.33,0.5,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,4,2023-04-01,4.19,105546,0.51,0.19,0.59,synthetic
Malaysia,Kuala Lumpur,Booking,2023,4,2023-04-01,4.18,123776,0.62,0.37,0.57,synthetic
Malaysia,Kuala Lumpur,Google,2023,5,2023-05-01,4.13,132060,0.43,0.25,0.58,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,5,2023-05-01,4.18,147914,0.91,0.35,0.57,synthetic
Malaysia,Kuala Lumpur,Booking,2023,5,2023-05-01,4.1,126452,0.54,0.34,0.57,synthetic
Malaysia,Kuala Lumpur,Google,2023,6,2023-06-01,4.04,144943,0.32,0.28,0.58,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,6,2023-06-01,4.14,122711,0.9,0.26,0.47,synthetic
Malaysia,Kuala Lumpur,Booking,2023,6,2023-06-01,4.14,100841,0.48,0.36,0.54,synthetic
Malaysia,Kuala Lumpur,Google,2023,7,2023-07-01,4.14,110386,0.73,0.13,0.64,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,7,2023-07-01,4.08,151758,0.47,0.49,0.49,synthetic
Malaysia,Kuala Lumpur,Booking,2023,7,2023-07-01,4.0,128866,0.79,0.38,0.56,synthetic
Malaysia,Kuala Lumpur,Google,2023,8,2023-08-01,4.16,115583,0.71,0.31,0.54,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,8,2023-08-01,4.12,127336,0.81,0.25,0.53,synthetic
Malaysia,Kuala Lumpur,Booking,2023,8,2023-08-01,4.07,157384,0.5,0.43,0.48,synthetic
Malaysia,Kuala Lumpur,Google,2023,9,2023-09-01,4.14,132241,0.79,0.41,0.57,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,9,2023-09-01,4.08,153201,0.5,0.07,0.44,synthetic
Malaysia,Kuala Lumpur,Booking,2023,9,2023-09-01,4.01,137367,0.93,0.1,0.47,synthetic
Malaysia,Kuala Lumpur,Google,2023,10,2023-10-01,4.11,151979,0.48,0.36,0.54,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,10,2023-10-01,4.26,130426,0.65,0.31,0.61,synthetic
Malaysia,Kuala Lumpur,Booking,2023,10,2023-10-01,4.17,110372,0.3,0.28,0.62,synthetic
Malaysia,Kuala Lumpur,Google,2023,11,2023-11-01,4.07,131072,0.42,0.41,0.57,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,11,2023-11-01,4.11,130798,0.39,0.17,0.55,synthetic
Malaysia,Kuala Lumpur,Booking,2023,11,2023-11-01,4.14,136885,0.55,0.37,0.64,synthetic
Malaysia,Kuala Lumpur,Google,2023,12,2023-12-01,4.1,132966,0.57,0.29,0.56,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2023,12,2023-12-01,4.21,142283,0.72,0.25,0.56,synthetic
Malaysia,Kuala Lumpur,Booking,2023,12,2023-12-01,4.13,147337,0.86,0.05,0.69,synthetic
Malaysia,Kuala Lumpur,Google,2024,1,2024-01-01,4.13,153561,0.34,0.28,0.61,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,1,2024-01-01,4.04,90469,0.65,0.3,0.59,synthetic
Malaysia,Kuala Lumpur,Booking,2024,1,2024-01-01,4.1,137018,0.7,0.4,0.51,synthetic
Malaysia,Kuala Lumpur,Google,2024,2,2024-02-01,4.16,129790,0.6,0.37,0.62,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,2,2024-02-01,4.13,120505,0.32,0.28,0.61,synthetic
Malaysia,Kuala Lumpur,Booking,2024,2,2024-02-01,4.14,142480,0.6,0.33,0.52,synthetic
Malaysia,Kuala Lumpur,Google,2024,3,2024-03-01,4.15,152520,0.55,0.34,0.49,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,3,2024-03-01,4.12,136247,0.79,0.28,0.6,synthetic
Malaysia,Kuala Lumpur,Booking,2024,3,2024-03-01,4.08,100475,0.57,0.32,0.55,synthetic
Malaysia,Kuala Lumpur,Google,2024,4,2024-04-01,4.12,130044,0.55,0.19,0.46,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,4,2024-04-01,4.1,126077,0.76,0.08,0.57,synthetic
Malaysia,Kuala Lumpur,Booking,2024,4,2024-04-01,4.24,135421,0.6,0.34,0.64,synthetic
Malaysia,Kuala Lumpur,Google,2024,5,2024-05-01,4.08,121706,0.7,0.11,0.58,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,5,2024-05-01,4.08,138510,0.52,0.44,0.55,synthetic
Malaysia,Kuala Lumpur,Booking,2024,5,2024-05-01,4.09,132645,0.58,0.54,0.48,synthetic
Malaysia,Kuala Lumpur,Google,2024,6,2024-06-01,4.17,147898,0.83,0.36,0.59,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,6,2024-06-01,4.17,142276,0.71,0.44,0.59,synthetic
Malaysia,Kuala Lumpur,Booking,2024,6,2024-06-01,4.08,127762,0.67,0.21,0.52,synthetic
Malaysia,Kuala Lumpur,Google,2024,7,2024-07-01,4.05,146905,0.49,0.17,0.47,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,7,2024-07-01,4.07,130478,0.64,0.28,0.56,synthetic
Malaysia,Kuala Lumpur,Booking,2024,7,2024-07-01,4.14,150762,0.31,0.19,0.6,synthetic
Malaysia,Kuala Lumpur,Google,2024,8,2024-08-01,4.12,154691,0.37,0.25,0.55,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,8,2024-08-01,4.12,139055,0.67,0.29,0.63,synthetic
Malaysia,Kuala Lumpur,Booking,2024,8,2024-08-01,4.21,119885,0.61,0.38,0.63,synthetic
Malaysia,Kuala Lumpur,Google,2024,9,2024-09-01,4.08,142693,0.36,0.3,0.47,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,9,2024-09-01,4.14,119917,0.62,0.33,0.57,synthetic
Malaysia,Kuala Lumpur,Booking,2024,9,2024-09-01,4.07,134963,0.78,0.26,0.54,synthetic
Malaysia,Kuala Lumpur,Google,2024,10,2024-10-01,4.07,155413,0.61,0.22,0.54,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,10,2024-10-01,4.09,161597,0.59,0.16,0.57,synthetic
Malaysia,Kuala Lumpur,Booking,2024,10,2024-10-01,4.22,158346,0.43,0.27,0.61,synthetic
Malaysia,Kuala Lumpur,Google,2024,11,2024-11-01,4.11,144788,0.55,0.21,0.6,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,11,2024-11-01,4.04,125131,0.43,0.36,0.53,synthetic
Malaysia,Kuala Lumpur,Booking,2024,11,2024-11-01,4.16,125413,0.41,0.26,0.57,synthetic
Malaysia,Kuala Lumpur,Google,2024,12,2024-12-01,4.12,110506,0.67,0.21,0.53,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2024,12,2024-12-01,4.18,102185,0.65,0.33,0.55,synthetic
Malaysia,Kuala Lumpur,Booking,2024,12,2024-12-01,4.08,158747,0.89,0.41,0.63,synthetic
Malaysia,Kuala Lumpur,Google,2025,1,2025-01-01,4.07,120517,0.59,0.38,0.44,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2025,1,2025-01-01,4.05,134164,0.65,0.32,0.49,synthetic
Malaysia,Kuala Lumpur,Booking,2025,1,2025-01-01,4.12,128285,0.54,0.17,0.55,synthetic
Malaysia,Kuala Lumpur,Google,2025,2,2025-02-01,4.06,161035,0.6,0.28,0.62,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2025,2,2025-02-01,4.13,142145,0.51,0.18,0.56,synthetic
Malaysia,Kuala Lumpur,Booking,2025,2,2025-02-01,4.13,114551,0.4,0.25,0.51,synthetic
Malaysia,Kuala Lumpur,Google,2025,3,2025-03-01,4.11,151966,0.58,0.36,0.53,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2025,3,2025-03-01,4.11,130810,0.64,0.31,0.49,synthetic
Malaysia,Kuala Lumpur,Booking,2025,3,2025-03-01,4.1,148040,0.64,0.33,0.51,synthetic
Malaysia,Kuala Lumpur,Google,2025,4,2025-04-01,4.15,158049,0.49,0.19,0.54,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2025,4,2025-04-01,4.02,152427,0.78,0.44,0.46,synthetic
Malaysia,Kuala Lumpur,Booking,2025,4,2025-04-01,4.16,150223,0.24,0.27,0.56,synthetic
Malaysia,Kuala Lumpur,Google,2025,5,2025-05-01,4.18,133172,0.68,0.29,0.52,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2025,5,2025-05-01,4.07,176048,0.57,0.39,0.58,synthetic
Malaysia,Kuala Lumpur,Booking,2025,5,2025-05-01,4.08,125811,0.43,0.45,0.55,synthetic
Malaysia,Kuala Lumpur,Google,2025,6,2025-06-01,4.0,163598,0.33,0.22,0.51,synthetic
Malaysia,Kuala Lumpur,Tripadvisor,2025,6,2025-06-01,4.26,163277,0.53,0.3,0.68,synthetic
Malaysia,Kuala Lumpur,Booking,2025,6,2025-06-01,4.19,144296,0.57,0.22,0.63,synthetic
Singapore,Singapore,Google,2023,1,2023-01-01,4.57,9362,0.42,0.32,0.72,synthetic
Singapore,Singapore,Tripadvisor,2023,1,2023-01-01,4.61,11156,0.58,0.29,0.82,synthetic
Singapore,Singapore,Booking,2023,1,2023-01-01,4.74,9337,0.54,0.26,0.93,synthetic
Singapore,Singapore,Google,2023,2,2023-02-01,4.68,9487,0.66,0.48,0.84,synthetic
Singapore,Singapore,Tripadvisor,2023,2,2023-02-01,4.67,12123,0.8,0.42,0.81,synthetic
Singapore,Singapore,Booking,2023,2,2023-02-01,4.65,7667,0.74,0.31,0.73,synthetic
Singapore,Singapore,Google,2023,3,2023-03-01,4.76,9433,0.57,0.15,0.9,synthetic
Singapore,Singapore,Tripadvisor,2023,3,2023-03-01,4.71,9774,0.54,0.56,0.8,synthetic
Singapore,Singapore,Booking,2023,3,2023-03-01,4.64,10666,0.45,0.19,0.88,synthetic
Singapore,Singapore,Google,2023,4,2023-04-01,4.72,10402,0.63,0.23,0.85,synthetic
Singapore,Singapore,Tripadvisor,2023,4,2023-04-01,4.68,10829,0.66,0.21,0.88,synthetic
Singapore,Singapore,Booking,2023,4,2023-04-01,4.58,9452,0.43,0.21,0.89,synthetic
Singapore,Singapore,Google,2023,5,2023-05-01,4.6,8864,0.68,0.25,0.81,synthetic
Singapore,Singapore,Tripadvisor,2023,5,2023-05-01,4.77,10603,0.53,0.29,0.91,synthetic
Singapore,Singapore,Booking,2023,5,2023-05-01,4.72,9855,0.65,0.34,0.86,synthetic
Singapore,Singapore,Google,2023,6,2023-06-01,4.65,10707,0.64,0.09,0.78,synthetic
Singapore,Singapore,Tripadvisor,2023,6,2023-06-01,4.66,9593,0.78,0.62,0.7,synthetic
Singapore,Singapore,Booking,2023,6,2023-06-01,4.7,9913,0.57,0.35,0.86,synthetic
Singapore,Singapore,Google,2023,7,2023-07-01,4.66,9865,0.68,0.35,0.84,synthetic
Singapore,Singapore,Tripadvisor,2023,7,2023-07-01,4.65,13156,0.65,0.38,0.8,synthetic
Singapore,Singapore,Booking,2023,7,2023-07-01,4.7,10045,0.31,0.23,0.81,synthetic
Singapore,Singapore,Google,2023,8,2023-08-01,4.65,8568,0.61,0.44,0.83,synthetic
Singapore,Singapore,Tripadvisor,2023,8,2023-08-01,4.61,8614,0.54,0.16,0.82,synthetic
Singapore,Singapore,Booking,2023,8,2023-08-01,4.77,9151,0.61,0.26,0.85,synthetic
Singapore,Singapore,Google,2023,9,2023-09-01,4.7,9048,0.48,0.14,0.85,synthetic
Singapore,Singapore,Tripadvisor,2023,9,2023-09-01,4.75,10665,0.82,0.23,0.92,synthetic
Singapore,Singapore,Booking,2023,9,2023-09-01,4.62,10667,0.85,0.35,0.89,synthetic
Singapore,Singapore,Google,2023,10,2023-10-01,4.65,9672,0.46,0.3,0.84,synthetic
Singapore,Singapore,Tripadvisor,2023,10,2023-10-01,4.69,9271,0.53,0.33,0.84,synthetic
Singapore,Singapore,Booking,2023,10,2023-10-01,4.62,7592,0.51,0.16,0.77,synthetic
Singapore,Singapore,Google,2023,11,2023-11-01,4.66,9658,0.5,0.52,0.77,synthetic
Singapore,Singapore,Tripadvisor,2023,11,2023-11-01,4.76,9639,0.5,0.36,0.86,synthetic
Singapore,Singapore,Booking,2023,11,2023-11-01,4.64,11942,0.27,0.28,0.83,synthetic
Singapore,Singapore,Google,2023,12,2023-12-01,4.77,9360,1.0,0.38,0.77,synthetic
Singapore,Singapore,Tripadvisor,2023,12,2023-12-01,4.6,10110,0.43,0.35,0.78,synthetic
Singapore,Singapore,Booking,2023,12,2023-12-01,4.61,8693,0.73,0.1,0.86,synthetic
Singapore,Singapore,Google,2024,1,2024-01-01,4.75,10195,0.39,0.36,0.85,synthetic
Singapore,Singapore,Tripadvisor,2024,1,2024-01-01,4.59,13049,0.47,0.15,0.81,synthetic
Singapore,Singapore,Booking,2024,1,2024-01-01,4.68,12511,0.54,0.26,0.86,synthetic
Singapore,Singapore,Google,2024,2,2024-02-01,4.7,10910,0.64,0.32,0.83,synthetic
Singapore,Singapore,Tripadvisor,2024,2,2024-02-01,4.73,10158,0.72,0.44,0.83,synthetic
Singapore,Singapore,Booking,2024,2,2024-02-01,4.83,9709,0.49,0.35,0.94,synthetic
Singapore,Singapore,Google,2024,3,2024-03-01,4.69,11660,0.64,0.51,0.84,synthetic
Singapore,Singapore,Tripadvisor,2024,3,2024-03-01,4.63,9914,0.67,0.35,0.83,synthetic
Singapore,Singapore,Booking,2024,3,2024-03-01,4.63,12030,0.89,0.3,0.91,synthetic
Singapore,Singapore,Google,2024,4,2024-04-01,4.74,13444,0.67,0.31,0.91,synthetic
Singapore,Singapore,Tripadvisor,2024,4,2024-04-01,4.66,11136,0.8,0.38,0.83,synthetic
Singapore,Singapore,Booking,2024,4,2024-04-01,4.7,11582,0.71,0.38,0.87,synthetic
Singapore,Singapore,Google,2024,5,2024-05-01,4.64,9770,0.67,0.38,0.85,synthetic
Singapore,Singapore,Tripadvisor,2024,5,2024-05-01,4.64,10424,0.42,0.16,0.83,synthetic
Singapore,Singapore,Booking,2024,5,2024-05-01,4.77,10744,0.89,0.28,0.88,synthetic
Singapore,Singapore,Google,2024,6,2024-06-01,4.63,10175,0.42,0.15,0.75,synthetic
Singapore,Singapore,Tripadvisor,2024,6,2024-06-01,4.69,9678,0.53,0.34,0.77,synthetic
Singapore,Singapore,Booking,2024,6,2024-06-01,4.69,11698,0.74,0.35,0.84,synthetic
Singapore,Singapore,Google,2024,7,2024-07-01,4.65,10512,0.85,0.33,0.82,synthetic
Singapore,Singapore,Tripadvisor,2024,7,2024-07-01,4.72,10680,0.63,0.28,0.84,synthetic
Singapore,Singapore,Booking,2024,7,2024-07-01,4.74,8132,0.67,0.25,0.78,synthetic
Singapore,Singapore,Google,2024,8,2024-08-01,4.63,10571,0.62,0.37,0.85,synthetic
Singapore,Singapore,Tripadvisor,2024,8,2024-08-01,4.59,11098,0.71,0.32,0.82,synthetic
Singapore,Singapore,Booking,2024,8,2024-08-01,4.57,9355,0.8,0.27,0.9,synthetic
Singapore,Singapore,Google,2024,9,2024-09-01,4.61,12609,0.51,0.39,0.79,synthetic
Singapore,Singapore,Tripadvisor,2024,9,2024-09-01,4.69,11376,0.51,0.38,0.83,synthetic
Singapore,Singapore,Booking,2024,9,2024-09-01,4.7,7247,0.55,0.43,0.88,synthetic
Singapore,Singapore,Google,2024,10,2024-10-01,4.74,10685,0.85,0.33,0.84,synthetic
Singapore,Singapore,Tripadvisor,2024,10,2024-10-01,4.74,11792,0.69,0.26,0.88,synthetic
Singapore,Singapore,Booking,2024,10,2024-10-01,4.77,11225,0.38,0.24,0.85,synthetic
Singapore,Singapore,Google,2024,11,2024-11-01,4.64,7927,0.88,0.21,0.78,synthetic
Singapore,Singapore,Tripadvisor,2024,11,2024-11-01,4.57,11721,0.59,0.26,0.77,synthetic
Singapore,Singapore,Booking,2024,11,2024-11-01,4.72,10005,0.3,0.17,0.79,synthetic
Singapore,Singapore,Google,2024,12,2024-12-01,4.7,11802,0.82,0.14,0.88,synthetic
Singapore,Singapore,Tripadvisor,2024,12,2024-12-01,4.65,14342,0.81,0.47,0.86,synthetic
Singapore,Singapore,Booking,2024,12,2024-12-01,4.71,10104,0.51,0.22,0.88,synthetic
Singapore,Singapore,Google,2025,1,2025-01-01,4.78,10915,0.49,0.15,0.9,synthetic
Singapore,Singapore,Tripadvisor,2025,1,2025-01-01,4.76,13154,0.81,0.34,0.88,synthetic
Singapore,Singapore,Booking,2025,1,2025-01-01,4.76,9884,0.53,0.47,0.83,synthetic
Singapore,Singapore,Google,2025,2,2025-02-01,4.68,12267,0.61,0.41,0.92,synthetic
Singapore,Singapore,Tripadvisor,2025,2,2025-02-01,4.71,13306,0.46,0.28,0.98,synthetic
Singapore,Singapore,Booking,2025,2,2025-02-01,4.8,9656,0.6,0.31,0.92,synthetic
Singapore,Singapore,Google,2025,3,2025-03-01,4.76,13920,0.61,0.41,0.91,synthetic
Singapore,Singapore,Tripadvisor,2025,3,2025-03-01,4.68,9080,0.75,0.36,0.86,synthetic
Singapore,Singapore,Booking,2025,3,2025-03-01,4.63,14084,0.62,0.19,0.75,synthetic
Singapore,Singapore,Google,2025,4,2025-04-01,4.73,12371,0.53,0.35,0.9,synthetic
Singapore,Singapore,Tripadvisor,2025,4,2025-04-01,4.69,10444,0.74,0.38,0.87,synthetic
Singapore,Singapore,Booking,2025,4,2025-04-01,4.63,9582,0.61,0.39,0.87,synthetic
Singapore,Singapore,Google,2025,5,2025-05-01,4.72,10787,0.48,0.3,0.86,synthetic
Singapore,Singapore,Tripadvisor,2025,5,2025-05-01,4.75,10747,0.54,0.51,0.95,synthetic
Singapore,Singapore,Booking,2025,5,2025-05-01,4.63,13413,0.43,0.26,0.8,synthetic
Singapore,Singapore,Google,2025,6,2025-06-01,4.68,12252,0.62,0.36,0.82,synthetic
Singapore,Singapore,Tripadvisor,2025,6,2025-06-01,4.71,11512,0.39,0.35,0.86,synthetic
Singapore,Singapore,Booking,2025,6,2025-06-01,4.64,10822,0.54,0.28,0.91,synthetic
Indonesia,Bali,Google,2023,1,2023-01-01,4.55,180484,0.57,0.39,0.86,synthetic
Indonesia,Bali,Tripadvisor,2023,1,2023-01-01,4.43,164527,0.89,0.18,0.71,synthetic
Indonesia,Bali,Booking,2023,1,2023-01-01,4.49,182367,0.78,0.32,0.75,synthetic
Indonesia,Bali,Google,2023,2,2023-02-01,4.41,189578,0.55,0.29,0.75,synthetic
Indonesia,Bali,Tripadvisor,2023,2,2023-02-01,4.53,181434,0.69,0.32,0.78,synthetic
Indonesia,Bali,Booking,2023,2,2023-02-01,4.45,159033,0.76,0.21,0.69,synthetic
Indonesia,Bali,Google,2023,3,2023-03-01,4.46,164908,0.81,0.35,0.62,synthetic
Indonesia,Bali,Tripadvisor,2023,3,2023-03-01,4.55,153337,0.68,0.29,0.73,synthetic
Indonesia,Bali,Booking,2023,3,2023-03-01,4.51,153349,0.65,0.21,0.7,synthetic
Indonesia,Bali,Google,2023,4,2023-04-01,4.56,183474,0.69,0.24,0.74,synthetic
Indonesia,Bali,Tripadvisor,2023,4,2023-04-01,4.47,179229,0.48,0.39,0.77,synthetic
Indonesia,Bali,Booking,2023,4,2023-04-01,4.59,182586,0.68,0.15,0.83,synthetic
Indonesia,Bali,Google,2023,5,2023-05-01,4.52,154675,0.8,0.28,0.73,synthetic
Indonesia,Bali,Tripadvisor,2023,5,2023-05-01,4.58,154056,0.51,0.19,0.75,synthetic
Indonesia,Bali,Booking,2023,5,2023-05-01,4.47,173995,0.45,0.11,0.75,synthetic
Indonesia,Bali,Google,2023,6,2023-06-01,4.48,161611,0.79,0.31,0.81,synthetic
Indonesia,Bali,Tripadvisor,2023,6,2023-06-01,4.51,181494,0.52,0.31,0.71,synthetic
Indonesia,Bali,Booking,2023,6,2023-06-01,4.47,157562,0.4,0.32,0.72,synthetic
Indonesia,Bali,Google,2023,7,2023-07-01,4.53,136410,0.71,0.47,0.84,synthetic
Indonesia,Bali,Tripadvisor,2023,7,2023-07-01,4.63,162752,0.55,0.35,0.8,synthetic
Indonesia,Bali,Booking,2023,7,2023-07-01,4.41,177848,0.56,0.15,0.68,synthetic
Indonesia,Bali,Google,2023,8,2023-08-01,4.5,162157,0.6,0.44,0.69,synthetic
Indonesia,Bali,Tripadvisor,2023,8,2023-08-01,4.51,144848,0.79,0.24,0.74,synthetic
Indonesia,Bali,Booking,2023,8,2023-08-01,4.58,187670,0.82,0.14,0.81,synthetic
Indonesia,Bali,Google,2023,9,2023-09-01,4.53,160932,0.61,0.43,0.82,synthetic
Indonesia,Bali,Tripadvisor,2023,9,2023-09-01,4.57,165948,0.94,0.26,0.7,synthetic
Indonesia,Bali,Booking,2023,9,2023-09-01,4.5,163049,0.8,0.25,0.77,synthetic
Indonesia,Bali,Google,2023,10,2023-10-01,4.43,182941,0.61,0.27,0.82,synthetic
Indonesia,Bali,Tripadvisor,2023,10,2023-10-01,4.58,141722,0.58,0.57,0.89,synthetic
Indonesia,Bali,Booking,2023,10,2023-10-01,4.57,126037,0.8,0.24,0.85,synthetic
Indonesia,Bali,Google,2023,11,2023-11-01,4.47,171426,0.5,0.26,0.77,synthetic
Indonesia,Bali,Tripadvisor,2023,11,2023-11-01,4.44,208027,0.45,0.19,0.75,synthetic
Indonesia,Bali,Booking,2023,11,2023-11-01,4.59,155638,0.44,0.21,0.75,synthetic
Indonesia,Bali,Google,2023,12,2023-12-01,4.53,160568,0.66,0.34,0.81,synthetic
Indonesia,Bali,Tripadvisor,2023,12,2023-12-01,4.49,147583,0.62,0.29,0.76,synthetic
Indonesia,Bali,Booking,2023,12,2023-12-01,4.47,174407,0.42,0.26,0.79,synthetic
Indonesia,Bali,Google,2024,1,2024-01-01,4.45,196922,0.39,0.14,0.65,synthetic
Indonesia,Bali,Tripadvisor,2024,1,2024-01-01,4.52,190193,0.79,0.42,0.8,synthetic
Indonesia,Bali,Booking,2024,1,2024-01-01,4.47,157243,0.72,0.44,0.68,synthetic
Indonesia,Bali,Google,2024,2,2024-02-01,4.59,134582,0.66,0.29,0.79,synthetic
Indonesia,Bali,Tripadvisor,2024,2,2024-02-01,4.52,156965,0.67,0.31,0.81,synthetic
Indonesia,Bali,Booking,2024,2,2024-02-01,4.61,177545,0.48,0.19,0.89,synthetic
Indonesia,Bali,Google,2024,3,2024-03-01,4.61,193504,0.61,0.38,0.87,synthetic
Indonesia,Bali,Tripadvisor,2024,3,2024-03-01,4.48,175507,0.43,0.29,0.82,synthetic
Indonesia,Bali,Booking,2024,3,2024-03-01,4.58,177715,0.2,0.23,0.8,synthetic
Indonesia,Bali,Google,2024,4,2024-04-01,4.5,175570,0.64,0.25,0.75,synthetic
