country,city,iso3,year,month,date,intl_arrivals,hotel_occupancy_rate_pct,peak_crowding_index,season,events_flag,source
Turkey,Istanbul,TUR,2024,7,2024-07-01,1164557,98.0,100.0,High,False,synthetic
Turkey,Istanbul,TUR,2024,8,2024-08-01,1043739,98.0,100.0,High,False,synthetic
Turkey,Istanbul,TUR,2024,9,2024-09-01,799977,75.3,100.0,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2024,10,2024-10-01,819853,73.3,100.0,Shoulder,True,synthetic
Turkey,Istanbul,TUR,2024,11,2024-11-01,426257,53.8,47.3,Low,False,synthetic
Turkey,Istanbul,TUR,2024,12,2024-12-01,816242,90.5,100.0,High,False,synthetic
Turkey,Istanbul,TUR,2025,1,2025-01-01,417682,45.3,38.2,Low,False,synthetic
Turkey,Istanbul,TUR,2025,2,2025-02-01,494740,60.2,70.1,Low,False,synthetic
Turkey,Istanbul,TUR,2025,3,2025-03-01,514437,49.0,44.3,Low,False,synthetic
Turkey,Istanbul,TUR,2025,4,2025-04-01,833025,79.7,100.0,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2025,5,2025-05-01,466682,71.5,68.3,Shoulder,False,synthetic
Turkey,Istanbul,TUR,2025,6,2025-06-01,886629,97.8,100.0,High,False,synthetic
UAE,Dubai,ARE,2023,1,2023-01-01,521822,55.1,62.4,Low,False,synthetic
UAE,Dubai,ARE,2023,2,2023-02-01,540214,58.4,58.5,Low,False,synthetic
UAE,Dubai,ARE,2023,3,2023-03-01,435580,51.9,41.1,Low,False,synthetic
UAE,Dubai,ARE,2023,4,2023-04-01,719881,73.2,98.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2023,5,2023-05-01,740310,75.5,86.9,Shoulder,False,synthetic
UAE,Dubai,ARE,2023,6,2023-06-01,1014978,98.0,100.0,High,False,synthetic
UAE,Dubai,ARE,2023,7,2023-07-01,1136212,90.4,100.0,High,True,synthetic
UAE,Dubai,ARE,2023,8,2023-08-01,832388,97.7,100.0,High,False,synthetic
UAE,Dubai,ARE,2023,9,2023-09-01,953464,71.7,100.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2023,10,2023-10-01,804991,77.6,100.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2023,11,2023-11-01,484634,57.2,65.7,Low,False,synthetic
UAE,Dubai,ARE,2023,12,2023-12-01,733610,98.0,100.0,High,False,synthetic
UAE,Dubai,ARE,2024,1,2024-01-01,590544,51.4,59.4,Low,False,synthetic
UAE,Dubai,ARE,2024,2,2024-02-01,665239,53.5,64.6,Low,False,synthetic
UAE,Dubai,ARE,2024,3,2024-03-01,556454,48.6,46.1,Low,True,synthetic
UAE,Dubai,ARE,2024,4,2024-04-01,858623,74.0,100.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2024,5,2024-05-01,849036,80.0,100.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2024,6,2024-06-01,1090914,95.9,100.0,High,False,synthetic
UAE,Dubai,ARE,2024,7,2024-07-01,1024562,98.0,100.0,High,False,synthetic
UAE,Dubai,ARE,2024,8,2024-08-01,982203,76.5,100.0,High,False,synthetic
UAE,Dubai,ARE,2024,9,2024-09-01,804512,77.2,100.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2024,10,2024-10-01,775604,90.2,100.0,Shoulder,True,synthetic
UAE,Dubai,ARE,2024,11,2024-11-01,499115,51.8,55.0,Low,False,synthetic
UAE,Dubai,ARE,2024,12,2024-12-01,967029,97.9,100.0,High,False,synthetic
UAE,Dubai,ARE,2025,1,2025-01-01,597505,58.4,68.1,Low,False,synthetic
UAE,Dubai,ARE,2025,2,2025-02-01,433549,47.5,34.2,Low,False,synthetic
UAE,Dubai,ARE,2025,3,2025-03-01,643378,50.8,62.9,Low,False,synthetic
UAE,Dubai,ARE,2025,4,2025-04-01,845579,73.4,100.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2025,5,2025-05-01,711895,83.5,100.0,Shoulder,False,synthetic
UAE,Dubai,ARE,2025,6,2025-06-01,1199972,94.5,100.0,High,False,synthetic
Qatar,Doha,QAT,2023,1,2023-01-01,105068,49.9,12.3,Low,False,synthetic
Qatar,Doha,QAT,2023,2,2023-02-01,154972,44.5,15.5,Low,False,synthetic
Qatar,Doha,QAT,2023,3,2023-03-01,142009,38.1,3.3,Low,False,synthetic
Qatar,Doha,QAT,2023,4,2023-04-01,221373,61.6,35.3,Shoulder,False,synthetic
Qatar,Doha,QAT,2023,5,2023-05-01,168404,64.0,41.1,Shoulder,False,synthetic
Qatar,Doha,QAT,2023,6,2023-06-01,272606,81.0,64.5,High,False,synthetic
Qatar,Doha,QAT,2023,7,2023-07-01,202564,73.4,37.6,High,False,synthetic
Qatar,Doha,QAT,2023,8,2023-08-01,265590,78.1,49.3,High,False,synthetic
Qatar,Doha,QAT,2023,9,2023-09-01,193552,69.7,39.5,Shoulder,False,synthetic
Qatar,Doha,QAT,2023,10,2023-10-01,179683,60.5,36.6,Shoulder,False,synthetic
Qatar,Doha,QAT,2023,11,2023-11-01,121504,46.9,8.7,Low,False,synthetic
Qatar,Doha,QAT,2023,12,2023-12-01,225834,87.1,68.4,High,True,synthetic
Qatar,Doha,QAT,2024,1,2024-01-01,138210,40.4,2.3,Low,False,synthetic
Qatar,Doha,QAT,2024,2,2024-02-01,155042,41.5,0.0,Low,False,synthetic
Qatar,Doha,QAT,2024,3,2024-03-01,100430,44.2,0.0,Low,True,synthetic
Qatar,Doha,QAT,2024,4,2024-04-01,197587,59.9,33.8,Shoulder,False,synthetic
Qatar,Doha,QAT,2024,5,2024-05-01,114921,58.6,24.0,Shoulder,False,synthetic
Qatar,Doha,QAT,2024,6,2024-06-01,315381,69.7,53.5,High,False,synthetic
Qatar,Doha,QAT,2024,7,2024-07-01,309092,84.6,74.2,High,True,synthetic
Qatar,Doha,QAT,2024,8,2024-08-01,303834,85.8,79.2,High,False,synthetic
Qatar,Doha,QAT,2024,9,2024-09-01,183478,63.9,39.1,Shoulder,False,synthetic
Qatar,Doha,QAT,2024,10,2024-10-01,183419,65.7,45.5,Shoulder,False,synthetic
Qatar,Doha,QAT,2024,11,2024-11-01,130180,43.3,7.4,Low,False,synthetic
Qatar,Doha,QAT,2024,12,2024-12-01,322821,80.9,72.0,High,False,synthetic
Qatar,Doha,QAT,2025,1,2025-01-01,126405,41.8,0.0,Low,True,synthetic
Qatar,Doha,QAT,2025,2,2025-02-01,105264,44.7,6.2,Low,False,synthetic
Qatar,Doha,QAT,2025,3,2025-03-01,133493,44.7,1.3,Low,False,synthetic
Qatar,Doha,QAT,2025,4,2025-04-01,213936,51.6,26.8,Shoulder,True,synthetic
Qatar,Doha,QAT,2025,5,2025-05-01,190205,54.6,31.7,Shoulder,False,synthetic
Qatar,Doha,QAT,2025,6,2025-06-01,189402,79.1,51.8,High,False,synthetic
India,Delhi,IND,2023,1,2023-01-01,318885,32.4,14.8,Low,False,synthetic
India,Delhi,IND,2023,2,2023-02-01,440031,33.6,12.2,Low,True,synthetic
India,Delhi,IND,2023,3,2023-03-01,460862,37.4,33.2,Low,False,synthetic
India,Delhi,IND,2023,4,2023-04-01,496890,56.1,49.9,Shoulder,False,synthetic
India,Delhi,IND,2023,5,2023-05-01,615652,46.9,51.9,Shoulder,False,synthetic
India,Delhi,IND,2023,6,2023-06-01,749704,61.2,82.7,High,False,synthetic
India,Delhi,IND,2023,7,2023-07-01,698637,70.2,98.6,High,True,synthetic
India,Delhi,IND,2023,8,2023-08-01,647257,70.4,96.6,High,True,synthetic
India,Delhi,IND,2023,9,2023-09-01,583874,48.1,50.9,Shoulder,False,synthetic
India,Delhi,IND,2023,10,2023-10-01,430197,46.8,35.1,Shoulder,False,synthetic
India,Delhi,IND,2023,11,2023-11-01,373526,31.2,22.7,Low,False,synthetic
India,Delhi,IND,2023,12,2023-12-01,889964,62.3,100.0,High,False,synthetic
India,Delhi,IND,2024,1,2024-01-01,344835,33.5,18.3,Low,False,synthetic
India,Delhi,IND,2024,2,2024-02-01,417859,35.6,30.8,Low,False,synthetic
India,Delhi,IND,2024,3,2024-03-01,451200,33.7,21.2,Low,False,synthetic
India,Delhi,IND,2024,4,2024-04-01,415868,43.0,36.0,Shoulder,False,synthetic
India,Delhi,IND,2024,5,2024-05-01,554728,52.5,48.4,Shoulder,False,synthetic
India,Delhi,IND,2024,6,2024-06-01,504105,67.1,63.2,High,False,synthetic
India,Delhi,IND,2024,7,2024-07-01,755275,68.5,96.9,High,False,synthetic
India,Delhi,IND,2024,8,2024-08-01,757774,62.1,84.8,High,False,synthetic
India,Delhi,IND,2024,9,2024-09-01,588996,52.0,62.9,Shoulder,False,synthetic
India,Delhi,IND,2024,10,2024-10-01,595246,48.6,55.4,Shoulder,False,synthetic
India,Delhi,IND,2024,11,2024-11-01,338480,36.4,10.5,Low,False,synthetic
India,Delhi,IND,2024,12,2024-12-01,666628,71.3,97.5,High,False,synthetic
India,Delhi,IND,2025,1,2025-01-01,454109,37.7,24.7,Low,False,synthetic
India,Delhi,IND,2025,2,2025-02-01,373484,37.1,29.8,Low,False,synthetic
India,Delhi,IND,2025,3,2025-03-01,476799,27.9,19.4,Low,False,synthetic
India,Delhi,IND,2025,4,2025-04-01,632626,53.6,72.4,Shoulder,False,synthetic
India,Delhi,IND,2025,5,2025-05-01,609185,50.5,53.2,Shoulder,False,synthetic
India,Delhi,IND,2025,6,2025-06-01,637525,68.4,84.9,High,False,synthetic
India,Mumbai,IND,2023,1,2023-01-01,245532,32.0,0.0,Low,False,synthetic
India,Mumbai,IND,2023,2,2023-02-01,267889,31.3,2.9,Low,False,synthetic
India,Mumbai,IND,2023,3,2023-03-01,193369,33.0,0.0,Low,False,synthetic
India,Mumbai,IND,2023,4,2023-04-01,274299,41.9,25.9,Shoulder,False,synthetic
India,Mumbai,IND,2023,5,2023-05-01,342946,38.6,17.6,Shoulder,False,synthetic
India,Mumbai,IND,2023,6,2023-06-01,444969,49.5,44.9,High,False,synthetic
India,Mumbai,IND,2023,7,2023-07-01,515639,56.7,48.3,High,False,synthetic
India,Mumbai,IND,2023,8,2023-08-01,361226,63.3,38.5,High,True,synthetic
India,Mumbai,IND,2023,9,2023-09-01,403731,46.0,40.1,Shoulder,False,synthetic
India,Mumbai,IND,2023,10,2023-10-01,252675,51.3,27.3,Shoulder,False,synthetic
India,Mumbai,IND,2023,11,2023-11-01,193770,32.5,0.0,Low,False,synthetic
India,Mumbai,IND,2023,12,2023-12-01,609297,62.1,72.3,High,False,synthetic
India,Mumbai,IND,2024,1,2024-01-01,173992,36.2,0.0,Low,True,synthetic
India,Mumbai,IND,2024,2,2024-02-01,255705,36.0,7.8,Low,False,synthetic
India,Mumbai,IND,2024,3,2024-03-01,235320,30.6,0.0,Low,False,synthetic
India,Mumbai,IND,2024,4,2024-04-01,341843,53.8,41.0,Shoulder,False,synthetic
India,Mumbai,IND,2024,5,2024-05-01,279152,47.9,21.8,Shoulder,False,synthetic
India,Mumbai,IND,2024,6,2024-06-01,477033,60.0,71.8,High,False,synthetic
India,Mumbai,IND,2024,7,2024-07-01,508731,63.4,75.8,High,False,synthetic
India,Mumbai,IND,2024,8,2024-08-01,521250,55.0,55.4,High,False,synthetic
India,Mumbai,IND,2024,9,2024-09-01,394124,41.7,26.9,Shoulder,False,synthetic
India,Mumbai,IND,2024,10,2024-10-01,323301,49.1,48.5,Shoulder,True,synthetic
India,Mumbai,IND,2024,11,2024-11-01,207144,28.9,0.0,Low,False,synthetic
India,Mumbai,IND,2024,12,2024-12-01,462702,61.9,58.3,High,False,synthetic
India,Mumbai,IND,2025,1,2025-01-01,207135,31.9,2.2,Low,False,synthetic
India,Mumbai,IND,2025,2,2025-02-01,277435,33.3,13.0,Low,True,synthetic
India,Mumbai,IND,2025,3,2025-03-01,264881,34.5,15.5,Low,False,synthetic
India,Mumbai,IND,2025,4,2025-04-01,287339,49.0,14.3,Shoulder,True,synthetic
India,Mumbai,IND,2025,5,2025-05-01,385472,43.9,29.0,Shoulder,True,synthetic
India,Mumbai,IND,2025,6,2025-06-01,398552,57.4,45.4,High,True,synthetic
Thailand,Bangkok,THA,2023,1,2023-01-01,178034,41.1,8.9,Low,True,synthetic
Thailand,Bangkok,THA,2023,2,2023-02-01,126677,36.7,0.0,Low,False,synthetic
Thailand,Bangkok,THA,2023,3,2023-03-01,142797,46.1,0.7,Low,False,synthetic
Thailand,Bangkok,THA,2023,4,2023-04-01,157821,59.4,32.5,Shoulder,False,synthetic
Thailand,Bangkok,THA,2023,5,2023-05-01,197110,67.8,43.3,Shoulder,False,synthetic
Thailand,Bangkok,THA,2023,6,2023-06-01,264235,73.7,56.9,High,True,synthetic
Thailand,Bangkok,THA,2023,7,2023-07-01,205157,80.0,55.9,High,False,synthetic
Thailand,Bangkok,THA,2023,8,2023-08-01,290267,81.9,65.8,High,True,synthetic
Thailand,Bangkok,THA,2023,9,2023-09-01,172527,54.3,6.4,Shoulder,False,synthetic
Thailand,Bangkok,THA,2023,10,2023-10-01,174061,62.6,22.7,Shoulder,False,synthetic
Thailand,Bangkok,THA,2023,11,2023-11-01,148771,39.0,3.7,Low,True,synthetic
Thailand,Bangkok,THA,2023,12,2023-12-01,256813,82.7,69.6,High,False,synthetic
Thailand,Bangkok,THA,2024,1,2024-01-01,121999,40.9,4.5,Low,False,synthetic
Thailand,Bangkok,THA,2024,2,2024-02-01,135256,41.2,2.4,Low,False,synthetic
Thailand,Bangkok,THA,2024,3,2024-03-01,100363,44.3,8.0,Low,False,synthetic
Thailand,Bangkok,THA,2024,4,2024-04-01,209512,66.0,43.1,Shoulder,False,synthetic
Thailand,Bangkok,THA,2024,5,2024-05-01,170429,61.1,31.6,Shoulder,False,synthetic
Thailand,Bangkok,THA,2024,6,2024-06-01,251110,72.1,53.7,High,False,synthetic
Thailand,Bangkok,THA,2024,7,2024-07-01,265858,79.6,70.5,High,False,synthetic
Thailand,Bangkok,THA,2024,8,2024-08-01,307691,74.3,65.4,High,False,synthetic
Thailand,Bangkok,THA,2024,9,2024-09-01,189799,68.8,43.8,Shoulder,False,synthetic
Thailand,Bangkok,THA,2024,10,2024-10-01,187384,66.2,42.8,Shoulder,False,synthetic
Thailand,Bangkok,THA,2024,11,2024-11-01,136065,43.2,2.9,Low,False,synthetic
Thailand,Bangkok,THA,2024,12,2024-12-01,267129,78.5,66.9,High,False,synthetic
Thailand,Bangkok,THA,2025,1,2025-01-01,159968,36.8,0.0,Low,False,synthetic
Thailand,Bangkok,THA,2025,2,2025-02-01,171699,39.9,0.5,Low,False,synthetic
Thailand,Bangkok,THA,2025,3,2025-03-01,125980,41.6,6.9,Low,False,synthetic
Thailand,Bangkok,THA,2025,4,2025-04-01,139997,54.4,19.3,Shoulder,False,synthetic
Thailand,Bangkok,THA,2025,5,2025-05-01,189676,53.9,31.9,Shoulder,False,synthetic
Thailand,Bangkok,THA,2025,6,2025-06-01,217118,80.5,53.5,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,1,2023-01-01,99685,57.5,14.2,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,2,2023-02-01,54721,56.7,13.3,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,3,2023-03-01,121074,64.5,22.4,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,4,2023-04-01,120436,92.7,64.0,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,5,2023-05-01,143725,83.8,56.0,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,6,2023-06-01,192080,98.0,70.7,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,7,2023-07-01,164728,98.0,76.2,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,8,2023-08-01,258020,89.9,76.1,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,9,2023-09-01,171863,88.9,63.0,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,10,2023-10-01,136037,88.2,50.0,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,11,2023-11-01,106817,56.5,17.4,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2023,12,2023-12-01,237803,98.0,87.5,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,1,2024-01-01,117315,62.0,21.5,Low,True,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,2,2024-02-01,106172,62.6,17.7,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,3,2024-03-01,116396,59.0,29.5,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,4,2024-04-01,207155,73.7,39.0,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,5,2024-05-01,127070,83.8,52.9,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,6,2024-06-01,173912,98.0,73.4,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,7,2024-07-01,193680,98.0,68.5,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,8,2024-08-01,161168,97.4,75.7,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,9,2024-09-01,185564,85.1,60.5,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,10,2024-10-01,170685,84.0,54.5,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,11,2024-11-01,80133,51.1,3.8,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2024,12,2024-12-01,198969,98.0,72.9,High,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,1,2025-01-01,105358,54.4,17.7,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,2,2025-02-01,97074,59.0,19.9,Low,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,3,2025-03-01,100555,52.7,13.6,Low,True,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,4,2025-04-01,129691,82.4,55.5,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,5,2025-05-01,140928,80.2,53.5,Shoulder,False,synthetic
Vietnam,Ho Chi Minh City,VNM,2025,6,2025-06-01,222875,92.9,66.6,High,True,synthetic
Malaysia,Kuala Lumpur,MYS,2023,1,2023-01-01,121853,59.9,14.7,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,2,2023-02-01,101101,54.4,16.2,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,3,2023-03-01,124544,49.2,11.9,Low,True,synthetic
Malaysia,Kuala Lumpur,MYS,2023,4,2023-04-01,147725,85.2,51.4,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,5,2023-05-01,152383,78.8,47.4,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,6,2023-06-01,181049,98.0,74.3,High,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,7,2023-07-01,253412,98.0,81.0,High,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,8,2023-08-01,173100,98.0,73.3,High,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,9,2023-09-01,166542,79.8,50.6,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,10,2023-10-01,227259,78.7,46.9,Shoulder,True,synthetic
Malaysia,Kuala Lumpur,MYS,2023,11,2023-11-01,122726,64.4,26.2,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2023,12,2023-12-01,227377,98.0,79.0,High,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,1,2024-01-01,124679,60.1,21.2,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,2,2024-02-01,142921,59.4,29.9,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,3,2024-03-01,114695,58.7,26.4,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,4,2024-04-01,163627,78.5,52.5,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,5,2024-05-01,150119,98.0,64.9,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,6,2024-06-01,178138,98.0,88.3,High,True,synthetic
Malaysia,Kuala Lumpur,MYS,2024,7,2024-07-01,182398,98.0,71.6,High,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,8,2024-08-01,188210,98.0,69.8,High,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,9,2024-09-01,151990,72.7,50.1,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,10,2024-10-01,132897,85.9,53.4,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2024,11,2024-11-01,143891,53.5,17.7,Low,True,synthetic
Malaysia,Kuala Lumpur,MYS,2024,12,2024-12-01,226417,98.0,76.1,High,False,synthetic
Malaysia,Kuala Lumpur,MYS,2025,1,2025-01-01,106427,61.7,18.8,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2025,2,2025-02-01,97631,58.2,13.8,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2025,3,2025-03-01,95726,53.7,11.9,Low,False,synthetic
Malaysia,Kuala Lumpur,MYS,2025,4,2025-04-01,129529,76.6,48.4,Shoulder,True,synthetic
Malaysia,Kuala Lumpur,MYS,2025,5,2025-05-01,136294,80.5,55.2,Shoulder,False,synthetic
Malaysia,Kuala Lumpur,MYS,2025,6,2025-06-01,201556,95.7,69.3,High,False,synthetic
Singapore,Singapore,SGP,2023,1,2023-01-01,596449,54.5,62.2,Low,False,synthetic
Singapore,Singapore,SGP,2023,2,2023-02-01,479067,60.7,59.3,Low,True,synthetic
Singapore,Singapore,SGP,2023,3,2023-03-01,656100,64.7,86.6,Low,False,synthetic
Singapore,Singapore,SGP,2023,4,2023-04-01,860029,81.3,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2023,5,2023-05-01,820318,84.5,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2023,6,2023-06-01,1308957,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2023,7,2023-07-01,771967,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2023,8,2023-08-01,1200597,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2023,9,2023-09-01,743280,98.0,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2023,10,2023-10-01,716841,83.3,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2023,11,2023-11-01,596407,54.1,59.7,Low,False,synthetic
Singapore,Singapore,SGP,2023,12,2023-12-01,846175,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2024,1,2024-01-01,561555,50.6,60.4,Low,True,synthetic
Singapore,Singapore,SGP,2024,2,2024-02-01,705883,63.6,81.6,Low,False,synthetic
Singapore,Singapore,SGP,2024,3,2024-03-01,489903,52.8,61.5,Low,False,synthetic
Singapore,Singapore,SGP,2024,4,2024-04-01,899764,81.7,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2024,5,2024-05-01,920259,85.7,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2024,6,2024-06-01,980969,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2024,7,2024-07-01,1041581,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2024,8,2024-08-01,969155,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2024,9,2024-09-01,901601,83.1,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2024,10,2024-10-01,628322,85.2,97.3,Shoulder,False,synthetic
Singapore,Singapore,SGP,2024,11,2024-11-01,385187,57.7,55.8,Low,False,synthetic
Singapore,Singapore,SGP,2024,12,2024-12-01,1125086,98.0,100.0,High,False,synthetic
Singapore,Singapore,SGP,2025,1,2025-01-01,500472,58.5,57.1,Low,False,synthetic
Singapore,Singapore,SGP,2025,2,2025-02-01,634130,63.3,71.2,Low,False,synthetic
Singapore,Singapore,SGP,2025,3,2025-03-01,514027,61.3,70.7,Low,True,synthetic
Singapore,Singapore,SGP,2025,4,2025-04-01,734127,80.9,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2025,5,2025-05-01,772569,80.9,100.0,Shoulder,False,synthetic
Singapore,Singapore,SGP,2025,6,2025-06-01,997969,98.0,100.0,High,False,synthetic
Indonesia,Bali,IDN,2023,1,2023-01-01,315404,40.1,18.4,Low,False,synthetic
Indonesia,Bali,IDN,2023,2,2023-02-01,271700,37.4,9.7,Low,True,synthetic
Indonesia,Bali,IDN,2023,3,2023-03-01,424302,40.1,38.2,Low,False,synthetic
Indonesia,Bali,IDN,2023,4,2023-04-01,660846,49.9,60.6,Shoulder,False,synthetic
Indonesia,Bali,IDN,2023,5,2023-05-01,426311,57.0,51.5,Shoulder,False,synthetic
Indonesia,Bali,IDN,2023,6,2023-06-01,709378,71.1,98.8,High,False,synthetic
Indonesia,Bali,IDN,2023,7,2023-07-01,639939,73.5,92.0,High,False,synthetic
Indonesia,Bali,IDN,2023,8,2023-08-01,706872,79.8,100.0,High,False,synthetic
Indonesia,Bali,IDN,2023,9,2023-09-01,409571,54.3,49.4,Shoulder,False,synthetic
Indonesia,Bali,IDN,2023,10,2023-10-01,559522,58.6,70.0,Shoulder,False,synthetic
Indonesia,Bali,IDN,2023,11,2023-11-01,442313,42.9,34.9,Low,False,synthetic
Indonesia,Bali,IDN,2023,12,2023-12-01,787020,75.2,100.0,High,False,synthetic
Indonesia,Bali,IDN,2024,1,2024-01-01,497880,40.0,39.0,Low,False,synthetic
Indonesia,Bali,IDN,2024,2,2024-02-01,403220,36.4,25.1,Low,False,synthetic
Indonesia,Bali,IDN,2024,3,2024-03-01,412681,37.8,31.3,Low,False,synthetic
Indonesia,Bali,IDN,2024,4,2024-04-01,566276,59.7,77.6,Shoulder,False,synthetic
Indonesia,Bali,IDN,2024,5,2024-05-01,689735,55.2,75.2,Shoulder,False,synthetic
Indonesia,Bali,IDN,2024,6,2024-06-01,715417,66.4,88.6,High,True,synthetic
Indonesia,Bali,IDN,2024,7,2024-07-01,772489,70.9,100.0,High,False,synthetic
Indonesia,Bali,IDN,2024,8,2024-08-01,655690,67.6,89.2,High,False,synthetic
Indonesia,Bali,IDN,2024,9,2024-09-01,457218,48.9,49.1,Shoulder,False,synthetic
Indonesia,Bali,IDN,2024,10,2024-10-01,595800,61.5,81.5,Shoulder,False,synthetic
Indonesia,Bali,IDN,2024,11,2024-11-01,399706,40.4,32.0,Low,False,synthetic
Indonesia,Bali,IDN,2024,12,2024-12-01,465130,68.2,72.6,High,False,synthetic
Indonesia,Bali,IDN,2025,1,2025-01-01,457082,38.0,32.0,Low,False,synthetic
Indonesia,Bali,IDN,2025,2,2025-02-01,355202,36.5,20.6,Low,False,synthetic
Indonesia,Bali,IDN,2025,3,2025-03-01,440515,40.1,37.7,Low,False,synthetic
Indonesia,Bali,IDN,2025,4,2025-04-01,410229,54.5,60.9,Shoulder,False,synthetic
Indonesia,Bali,IDN,2025,5,2025-05-01,504794,56.3,61.7,Shoulder,False,synthetic
Indonesia,Bali,IDN,2025,6,2025-06-01,862809,69.9,100.0,High,False,synthetic
Australia,Sydney,AUS,2023,1,2023-01-01,450176,35.1,28.8,Low,True,synthetic
Australia,Sydney,AUS,2023,2,2023-02-01,484756,44.5,44.8,Low,False,synthetic
Australia,Sydney,AUS,2023,3,2023-03-01,554927,48.5,50.7,Low,False,synthetic
Australia,Sydney,AUS,2023,4,2023-04-01,677602,62.5,82.5,Shoulder,True,synthetic
Australia,Sydney,AUS,2023,5,2023-05-01,667518,64.6,87.3,Shoulder,False,synthetic
Australia,Sydney,AUS,2023,6,2023-06-01,1019561,77.1,100.0,High,False,synthetic
Australia,Sydney,AUS,2023,7,2023-07-01,843622,73.5,100.0,High,False,synthetic
